SEASON_YEAR,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,AVAILABLE_FLAG,SEASON
2021-22,1610612752,NYK,New York Knicks,0022100821,2022-02-08T00:00:00,NYK @ DEN,L,48.0,45,101,0.446,15,43,0.349,10,12,0.833,14,27,41,25,9.0,9,3,1,25,18,115,-17.0,1,38,38,38,4,3,3,35,25,13,42,72,77,17,18,74,61,14,3,12,59,1,71,51,16,77,1,2021-22
2021-22,1610612752,NYK,New York Knicks,0022100814,2022-02-07T00:00:00,NYK @ UTA,L,48.0,36,95,0.379,8,33,0.242,24,35,0.686,20,36,56,18,16.0,8,3,6,23,26,104,-9.0,1,38,38,38,4,51,7,73,76,58,78,10,8,63,1,34,4,68,63,20,59,59,61,6,48,56,1,2021-22
2021-22,1610612752,NYK,New York Knicks,0022100799,2022-02-05T00:00:00,NYK @ LAL,L,53.0,39,98,0.398,11,38,0.289,26,36,0.722,15,41,56,24,14.0,8,4,7,26,23,115,-7.0,1,38,38,38,2,29,5,67,58,32,70,5,3,53,11,8,4,20,44,20,41,69,76,24,16,52,1,2021-22
2021-22,1610612752,NYK,New York Knicks,0022100776,2022-02-02T00:00:00,NYK vs. MEM,L,48.0,38,88,0.432,12,36,0.333,20,26,0.769,13,35,48,23,15.0,5,10,5,19,18,108,-12.0,1,38,38,38,4,39,27,45,48,42,52,32,31,40,29,36,31,26,54,60,3,42,24,51,34,63,1,2021-22
2021-22,1610612752,NYK,New York Knicks,0022100763,2022-01-31T00:00:00,NYK vs. SAC,W,48.0,40,80,0.5,13,35,0.371,23,29,0.793,8,39,47,25,17.0,12,5,5,20,23,116,20.0,1,1,1,1,4,20,70,6,34,49,34,16,21,33,64,16,36,14,67,2,29,42,36,24,12,8,1,2021-22
2021-22,1610612752,NYK,New York Knicks,0022100744,2022-01-28T00:00:00,NYK @ MIL,L,48.0,39,84,0.464,14,40,0.35,16,28,0.571,11,34,45,21,14.0,6,4,1,23,24,108,-15.0,1,38,38,38,4,29,46,24,31,22,40,52,23,74,38,40,43,44,44,47,41,1,61,17,34,69,1,2021-22
2021-22,1610612752,NYK,New York Knicks,0022100727,2022-01-26T00:00:00,NYK @ MIA,L,48.0,35,83,0.422,15,44,0.341,11,17,0.647,15,29,44,24,18.0,8,4,3,23,23,96,-14.0,1,38,38,38,4,59,50,55,25,10,49,67,65,68,11,68,48,20,74,20,41,17,61,24,70,67,1,2021-22
2021-22,1610612752,NYK,New York Knicks,0022100709,2022-01-24T00:00:00,NYK @ CLE,L,48.0,35,84,0.417,12,38,0.316,11,21,0.524,11,34,45,21,12.0,11,1,1,19,18,93,-2.0,1,38,38,38,4,59,46,58,48,32,60,67,52,78,38,40,43,44,31,7,76,1,24,51,75,39,1,2021-22
2021-22,1610612752,NYK,New York Knicks,0022100698,2022-01-23T00:00:00,NYK vs. LAC,W,48.0,39,91,0.429,16,36,0.444,16,19,0.842,15,37,52,26,13.0,6,4,6,22,19,110,8.0,1,1,1,1,4,29,13,47,13,42,7,52,60,14,11,28,16,13,36,47,41,59,54,42,28,23,1,2021-22
2021-22,1610612752,NYK,New York Knicks,0022100681,2022-01-20T00:00:00,NYK vs. NOP,L,48.0,29,77,0.377,9,38,0.237,24,36,0.667,14,34,48,21,15.0,6,5,2,21,26,91,-11.0,1,38,38,38,4,80,79,74,70,32,79,10,3,65,18,40,31,44,54,47,29,8,44,6,78,61,1,2021-22
2021-22,1610612752,NYK,New York Knicks,0022100666,2022-01-18T00:00:00,NYK vs. MIN,L,48.0,37,80,0.463,12,38,0.316,24,33,0.727,11,33,44,21,18.0,6,7,6,30,25,110,-2.0,1,38,38,38,4,44,70,25,48,32,60,10,13,50,38,49,48,44,74,47,14,59,79,12,28,39,1,2021-22
2021-22,1610612752,NYK,New York Knicks,0022100655,2022-01-17T00:00:00,NYK vs. CHA,L,48.0,32,80,0.4,12,34,0.353,11,21,0.524,14,39,53,22,15.0,7,4,2,19,14,87,-10.0,1,38,38,38,4,70,70,64,48,52,39,67,52,78,18,16,15,36,54,34,41,8,24,76,79,60,1,2021-22
2021-22,1610612752,NYK,New York Knicks,0022100643,2022-01-15T00:00:00,NYK @ ATL,W,48.0,42,83,0.506,13,31,0.419,20,26,0.769,11,33,44,24,11.0,2,0,5,20,20,117,9.0,1,1,1,1,4,10,50,5,34,65,19,32,31,40,38,49,48,20,18,80,81,42,36,37,10,20,1,2021-22
2021-22,1610612752,NYK,New York Knicks,0022100622,2022-01-12T00:00:00,NYK vs. DAL,W,48.0,42,90,0.467,12,27,0.444,12,15,0.8,11,43,54,24,9.0,5,4,2,21,18,108,23.0,1,1,1,1,4,10,18,21,48,78,7,64,71,29,38,3,12,20,3,60,41,8,44,51,34,5,1,2021-22
2021-22,1610612752,NYK,New York Knicks,0022100610,2022-01-10T00:00:00,NYK vs. SAS,W,48.0,40,82,0.488,13,32,0.406,18,24,0.75,9,40,49,23,15.0,7,9,7,22,18,111,15.0,1,1,1,1,4,20,59,10,34,63,21,42,40,46,59,14,28,26,54,34,6,69,54,51,25,10,1,2021-22
2021-22,1610612752,NYK,New York Knicks,0022100595,2022-01-08T00:00:00,NYK @ BOS,L,48.0,29,79,0.367,11,31,0.355,6,15,0.4,11,29,40,13,14.0,8,4,8,15,15,75,-24.0,1,38,38,38,4,80,76,79,58,65,38,80,71,81,38,68,65,80,44,20,41,74,8,74,82,82,1,2021-22
2021-22,1610612752,NYK,New York Knicks,0022100578,2022-01-06T00:00:00,NYK vs. BOS,W,48.0,40,90,0.444,18,36,0.5,10,15,0.667,11,31,42,23,11.0,8,1,10,17,16,108,3.0,1,1,1,1,4,20,18,36,5,42,2,72,71,65,38,63,55,26,18,20,76,79,12,71,34,33,1,2021-22
2021-22,1610612752,NYK,New York Knicks,0022100564,2022-01-04T00:00:00,NYK vs. IND,W,48.0,39,80,0.488,6,28,0.214,20,28,0.714,14,37,51,17,10.0,6,0,3,23,20,104,10.0,1,1,1,1,4,29,70,11,81,76,80,32,23,55,18,28,21,73,8,47,81,17,61,37,48,19,1,2021-22
2021-22,1610612752,NYK,New York Knicks,0022100545,2022-01-02T00:00:00,NYK @ TOR,L,48.0,35,78,0.449,12,36,0.333,23,28,0.821,7,23,30,22,18.0,11,4,5,26,27,105,-15.0,1,38,38,38,4,59,77,32,48,42,52,16,23,21,69,82,82,36,74,7,41,42,76,3,45,69,1,2021-22
2021-22,1610612752,NYK,New York Knicks,0022100536,2021-12-31T00:00:00,NYK @ OKC,L,48.0,30,81,0.37,8,41,0.195,12,22,0.545,5,43,48,12,10.0,6,3,3,12,17,80,-15.0,1,38,38,38,4,77,65,76,76,19,82,64,47,75,78,3,31,82,8,47,59,17,1,65,81,69,1,2021-22
2021-22,1610612752,NYK,New York Knicks,0022100516,2021-12-29T00:00:00,NYK @ DET,W,48.0,31,81,0.383,8,31,0.258,24,27,0.889,11,37,48,19,17.0,11,5,5,14,23,94,9.0,1,1,1,1,4,72,65,71,76,65,76,10,27,7,38,28,31,58,67,7,29,42,5,24,74,20,1,2021-22
2021-22,1610612752,NYK,New York Knicks,0022100512,2021-12-28T00:00:00,NYK @ MIN,W,48.0,37,90,0.411,16,40,0.4,6,16,0.375,15,39,54,20,16.0,5,4,11,20,22,96,8.0,1,1,1,1,4,44,18,62,13,22,22,80,69,82,11,16,12,50,63,60,41,80,36,29,70,23,1,2021-22
2021-22,1610612752,NYK,New York Knicks,0022100488,2021-12-25T00:00:00,NYK vs. ATL,W,48.0,38,85,0.447,20,50,0.4,5,12,0.417,9,41,50,28,10.0,6,6,5,13,12,101,14.0,1,1,1,1,4,39,39,33,2,2,22,82,77,80,59,8,26,6,8,47,21,42,3,80,58,13,1,2021-22
2021-22,1610612752,NYK,New York Knicks,0022100480,2021-12-23T00:00:00,NYK vs. WAS,L,48.0,42,93,0.452,13,42,0.31,20,23,0.87,14,30,44,17,7.0,2,1,6,21,18,117,-7.0,1,38,38,38,4,10,8,30,34,16,62,32,44,10,18,66,48,73,2,80,76,59,44,51,10,52,1,2021-22
2021-22,1610612752,NYK,New York Knicks,0022100466,2021-12-21T00:00:00,NYK vs. DET,W,48.0,40,90,0.444,11,33,0.333,14,19,0.737,13,39,52,22,13.0,5,7,4,19,18,105,14.0,1,1,1,1,4,20,18,36,58,58,52,60,60,49,29,16,16,36,36,60,14,32,24,51,45,13,1,2021-22
2021-22,1610612752,NYK,New York Knicks,0022100445,2021-12-18T00:00:00,NYK @ BOS,L,48.0,35,80,0.438,13,36,0.361,24,30,0.8,8,34,42,18,14.0,8,6,3,21,20,107,-7.0,1,38,38,38,4,59,70,41,34,42,37,10,18,29,64,40,55,68,44,20,21,17,44,37,39,52,1,2021-22
2021-22,1610612752,NYK,New York Knicks,0022100431,2021-12-16T00:00:00,NYK @ HOU,W,48.0,39,83,0.47,17,36,0.472,21,25,0.84,15,25,40,25,12.0,8,6,4,26,25,116,13.0,1,1,1,1,4,29,50,19,9,42,4,25,37,15,11,77,65,14,31,20,21,32,76,12,12,15,1,2021-22
2021-22,1610612752,NYK,New York Knicks,0022100414,2021-12-14T00:00:00,NYK vs. GSW,L,48.0,30,83,0.361,16,42,0.381,20,22,0.909,4,31,35,18,9.0,6,6,6,21,22,96,-9.0,1,38,38,38,4,77,50,80,13,16,28,32,47,5,81,63,79,68,3,47,21,59,44,29,70,56,1,2021-22
2021-22,1610612752,NYK,New York Knicks,0022100398,2021-12-12T00:00:00,NYK vs. MIL,L,48.0,35,82,0.427,17,49,0.347,10,13,0.769,8,29,37,27,17.0,12,2,1,16,12,97,-15.0,1,38,38,38,4,59,59,52,9,5,44,72,75,40,64,68,74,8,67,2,70,1,10,80,68,69,1,2021-22
2021-22,1610612752,NYK,New York Knicks,0022100385,2021-12-10T00:00:00,NYK @ TOR,L,48.0,29,81,0.358,9,34,0.265,20,24,0.833,14,41,55,18,15.0,4,2,7,17,19,87,-3.0,1,38,38,38,4,80,65,81,70,52,73,32,40,17,18,8,8,68,54,69,70,69,12,42,79,42,1,2021-22
2021-22,1610612752,NYK,New York Knicks,0022100369,2021-12-08T00:00:00,NYK @ IND,L,48.0,36,86,0.419,9,30,0.3,21,23,0.913,11,25,36,17,13.0,6,8,4,20,19,102,-20.0,1,38,38,38,4,51,35,57,70,69,66,25,44,4,38,77,78,73,36,47,9,32,36,42,57,80,1,2021-22
2021-22,1610612752,NYK,New York Knicks,0022100364,2021-12-07T00:00:00,NYK @ SAS,W,48.0,43,91,0.473,18,38,0.474,17,19,0.895,17,35,52,22,11.0,7,5,4,19,18,121,12.0,1,1,1,1,4,8,13,15,5,32,3,47,60,6,5,36,16,36,18,34,29,32,24,51,6,17,1,2021-22
2021-22,1610612752,NYK,New York Knicks,0022100342,2021-12-04T00:00:00,NYK vs. DEN,L,48.0,35,88,0.398,12,40,0.3,17,21,0.81,16,24,40,23,11.0,7,3,5,12,19,99,-14.0,1,38,38,38,4,59,27,68,48,22,66,47,52,26,8,81,65,26,18,34,59,42,1,42,63,67,1,2021-22
2021-22,1610612752,NYK,New York Knicks,0022100328,2021-12-02T00:00:00,NYK vs. CHI,L,48.0,42,82,0.512,9,26,0.346,22,27,0.815,10,29,39,19,18.0,10,8,8,20,22,115,-4.0,1,38,38,38,4,10,59,3,70,80,45,19,27,24,51,68,71,58,74,10,9,74,36,29,16,44,1,2021-22
2021-22,1610612752,NYK,New York Knicks,0022100314,2021-11-30T00:00:00,NYK @ BKN,L,48.0,44,91,0.484,11,32,0.344,11,12,0.917,10,32,42,27,11.0,5,2,7,21,14,110,-2.0,1,38,38,38,4,6,13,14,58,63,46,67,77,2,51,53,55,8,18,60,70,69,44,76,28,39,1,2021-22
2021-22,1610612752,NYK,New York Knicks,0022100293,2021-11-27T00:00:00,NYK @ ATL,W,48.0,36,82,0.439,11,29,0.379,16,22,0.727,8,42,50,20,10.0,4,3,6,17,17,99,9.0,1,1,1,1,4,51,59,39,58,71,29,52,47,50,64,6,26,50,8,69,59,59,12,65,63,20,1,2021-22
2021-22,1610612752,NYK,New York Knicks,0022100282,2021-11-26T00:00:00,NYK vs. PHX,L,48.0,34,92,0.37,12,39,0.308,17,22,0.773,17,34,51,13,16.0,7,1,2,20,19,97,-21.0,1,38,38,38,4,67,11,78,48,29,63,47,47,39,5,40,21,80,63,34,76,8,36,42,68,81,1,2021-22
2021-22,1610612752,NYK,New York Knicks,0022100264,2021-11-23T00:00:00,NYK vs. LAL,W,48.0,37,82,0.451,15,34,0.441,17,21,0.81,7,45,52,23,17.0,7,4,3,23,17,106,6.0,1,1,1,1,4,44,59,31,25,52,11,47,52,26,69,2,16,26,67,34,41,17,61,65,42,29,1,2021-22
2021-22,1610612752,NYK,New York Knicks,0022100250,2021-11-21T00:00:00,NYK @ CHI,L,48.0,35,84,0.417,7,27,0.259,26,31,0.839,12,32,44,16,14.0,4,11,1,25,26,103,-6.0,1,38,38,38,4,59,46,58,80,78,75,5,17,16,35,53,48,77,44,69,2,1,71,6,54,48,1,2021-22
2021-22,1610612752,NYK,New York Knicks,0022100239,2021-11-20T00:00:00,NYK vs. HOU,W,48.0,33,78,0.423,18,41,0.439,22,26,0.846,4,33,37,25,15.0,12,7,8,23,21,106,7.0,1,1,1,1,4,69,77,53,5,19,12,19,31,13,81,49,74,14,54,2,14,74,61,34,42,27,1,2021-22
2021-22,1610612752,NYK,New York Knicks,0022100218,2021-11-17T00:00:00,NYK vs. ORL,L,48.0,37,88,0.42,16,49,0.327,8,12,0.667,11,34,45,25,18.0,5,7,3,20,19,98,-6.0,1,38,38,38,4,44,27,56,13,5,56,78,77,65,38,40,43,14,74,60,14,17,36,42,65,48,1,2021-22
2021-22,1610612752,NYK,New York Knicks,0022100203,2021-11-15T00:00:00,NYK vs. IND,W,48.0,37,86,0.43,11,34,0.324,7,10,0.7,8,38,46,22,12.0,1,5,6,15,15,92,8.0,1,1,1,1,4,44,35,46,58,52,58,79,82,59,64,22,40,36,31,82,29,59,8,74,77,23,1,2021-22
2021-22,1610612752,NYK,New York Knicks,0022100174,2021-11-12T00:00:00,NYK @ CHA,L,48.0,36,93,0.387,13,35,0.371,11,18,0.611,14,37,51,17,19.0,8,5,5,22,18,96,-8.0,1,38,38,38,4,51,8,69,34,49,34,67,63,71,18,28,21,73,81,20,29,42,54,51,70,55,1,2021-22
2021-22,1610612752,NYK,New York Knicks,0022100161,2021-11-10T00:00:00,NYK vs. MIL,L,48.0,36,83,0.434,16,37,0.432,12,17,0.706,7,31,38,19,11.0,9,10,4,17,17,100,-12.0,1,38,38,38,4,51,50,43,13,40,14,64,65,57,69,63,72,58,18,12,3,32,12,65,60,63,1,2021-22
2021-22,1610612752,NYK,New York Knicks,0022100147,2021-11-08T00:00:00,NYK @ PHI,W,48.0,40,91,0.44,13,40,0.325,10,13,0.769,14,41,55,25,13.0,4,4,6,18,13,103,7.0,1,1,1,1,4,20,13,38,34,22,57,72,75,40,18,8,8,14,36,69,41,59,20,79,54,27,1,2021-22
2021-22,1610612752,NYK,New York Knicks,0022100140,2021-11-07T00:00:00,NYK vs. CLE,L,48.0,39,85,0.459,9,31,0.29,22,24,0.917,7,25,32,21,11.0,9,9,2,14,18,109,-17.0,1,38,38,38,4,29,39,28,70,65,69,19,40,2,69,77,81,44,18,12,6,8,5,51,31,77,1,2021-22
2021-22,1610612752,NYK,New York Knicks,0022100128,2021-11-05T00:00:00,NYK @ MIL,W,48.0,41,96,0.427,10,40,0.25,21,26,0.808,20,39,59,16,15.0,12,4,5,17,20,113,15.0,1,1,1,1,4,17,6,50,67,22,77,25,31,28,1,16,2,77,54,2,41,42,12,37,23,10,1,2021-22
2021-22,1610612752,NYK,New York Knicks,0022100109,2021-11-03T00:00:00,NYK @ IND,L,48.0,36,87,0.414,5,24,0.208,21,27,0.778,14,32,46,23,10.0,7,6,7,19,22,98,-13.0,1,38,38,38,4,51,32,61,82,82,81,25,27,37,18,53,40,26,8,34,21,69,24,29,65,66,1,2021-22
2021-22,1610612752,NYK,New York Knicks,0022100099,2021-11-01T00:00:00,NYK vs. TOR,L,48.0,35,76,0.461,16,38,0.421,18,24,0.75,7,34,41,20,17.0,3,4,4,13,20,104,-9.0,1,38,38,38,4,59,81,26,13,32,17,42,40,46,69,40,61,50,67,77,41,32,3,37,48,56,1,2021-22
2021-22,1610612752,NYK,New York Knicks,0022100080,2021-10-30T00:00:00,NYK @ NOP,W,48.0,42,81,0.519,19,33,0.576,20,25,0.8,5,32,37,22,12.0,7,4,3,21,24,123,6.0,1,1,1,1,4,10,65,1,4,58,1,32,37,29,78,53,74,36,31,34,41,17,44,17,4,29,1,2021-22
2021-22,1610612752,NYK,New York Knicks,0022100067,2021-10-28T00:00:00,NYK @ CHI,W,48.0,39,85,0.459,11,29,0.379,15,20,0.75,11,38,49,16,13.0,5,7,5,21,18,104,1.0,1,1,1,1,4,29,39,28,58,71,29,57,58,46,38,22,28,77,36,60,14,42,44,51,48,37,1,2021-22
2021-22,1610612752,NYK,New York Knicks,0022100050,2021-10-26T00:00:00,NYK vs. PHI,W,48.0,41,87,0.471,16,37,0.432,14,15,0.933,13,32,45,24,15.0,7,5,4,18,14,112,13.0,1,1,1,1,4,17,32,17,13,40,14,60,71,1,29,53,43,20,54,34,29,32,20,76,24,15,1,2021-22
2021-22,1610612752,NYK,New York Knicks,0022100036,2021-10-24T00:00:00,NYK vs. ORL,L,48.0,37,100,0.37,13,48,0.271,17,25,0.68,16,36,52,20,12.0,8,8,4,21,25,104,-6.0,1,38,38,38,4,44,4,77,34,7,72,47,37,64,8,34,16,50,31,20,9,32,44,12,48,48,1,2021-22
2021-22,1610612752,NYK,New York Knicks,0022100018,2021-10-22T00:00:00,NYK @ ORL,W,48.0,44,88,0.5,24,54,0.444,9,17,0.529,6,32,38,34,11.0,10,4,3,19,18,121,25.0,1,1,1,1,4,6,27,6,1,1,7,77,65,77,75,53,72,1,18,10,41,17,24,51,6,4,1,2021-22
2021-22,1610612752,NYK,New York Knicks,0022100005,2021-10-20T00:00:00,NYK vs. BOS,W,58.0,51,105,0.486,17,45,0.378,19,27,0.704,7,48,55,27,19.0,9,10,9,22,24,138,4.0,1,1,1,1,1,1,2,12,9,8,32,39,27,58,69,1,8,8,81,12,3,78,54,17,1,32,1,2021-22
2022-23,1610612752,NYK,New York Knicks,0022201220,2023-04-09T00:00:00,NYK vs. IND,L,48.0,52,108,0.481,15,40,0.375,17,22,0.773,19,34,53,29,15.0,8,8,9,24,24,136,-5.0,1,48,48,48,11,3,2,35,21,19,33,51,56,38,7,31,15,9,57,17,4,79,61,12,5,54,1,2022-23
2022-23,1610612752,NYK,New York Knicks,0022201209,2023-04-07T00:00:00,NYK @ NOP,L,48.0,38,88,0.432,14,43,0.326,15,20,0.75,7,30,37,19,10.0,5,2,7,17,17,105,-8.0,1,48,48,48,11,58,44,63,29,8,50,60,66,45,71,68,77,59,14,52,64,67,19,65,68,68,1,2022-23
2022-23,1610612752,NYK,New York Knicks,0022201190,2023-04-05T00:00:00,NYK @ IND,W,48.0,52,100,0.52,18,46,0.391,16,25,0.64,20,32,52,34,18.0,13,8,5,21,17,138,9.0,1,1,1,1,11,3,6,15,4,6,29,57,41,75,2,50,16,2,74,1,4,44,43,65,3,24,1,2022-23
2022-23,1610612752,NYK,New York Knicks,0022201168,2023-04-02T00:00:00,NYK vs. WAS,W,48.0,46,88,0.523,13,32,0.406,13,18,0.722,7,32,39,31,12.0,12,4,5,17,18,118,9.0,1,1,1,1,11,15,44,14,32,55,23,73,72,50,71,50,70,3,30,5,31,44,19,56,34,24,1,2022-23
2022-23,1610612752,NYK,New York Knicks,0022201154,2023-03-31T00:00:00,NYK @ CLE,W,48.0,49,93,0.527,17,36,0.472,15,24,0.625,16,32,48,24,10.0,6,5,9,12,21,130,14.0,1,1,1,1,11,9,24,11,8,33,5,60,49,77,15,50,32,34,14,41,20,79,2,37,11,16,1,2022-23
2022-23,1610612752,NYK,New York Knicks,0022201138,2023-03-29T00:00:00,NYK vs. MIA,W,48.0,38,76,0.5,13,31,0.419,12,23,0.522,9,38,47,22,16.0,8,3,0,14,18,101,9.0,1,1,1,1,11,58,79,23,32,60,19,78,53,81,64,16,37,46,62,17,47,1,7,56,75,24,1,2022-23
2022-23,1610612752,NYK,New York Knicks,0022201124,2023-03-27T00:00:00,NYK vs. HOU,W,48.0,50,86,0.581,17,39,0.436,20,28,0.714,7,32,39,35,11.0,11,8,4,20,18,137,22.0,1,1,1,1,11,7,55,3,8,26,12,31,24,55,71,50,70,1,24,7,4,27,38,56,4,7,1,2022-23
2022-23,1610612752,NYK,New York Knicks,0022201093,2023-03-23T00:00:00,NYK @ ORL,L,48.0,37,88,0.42,12,40,0.3,20,26,0.769,13,31,44,26,13.0,8,8,7,15,19,106,-5.0,1,48,48,48,11,64,44,68,40,19,59,31,33,39,32,63,56,20,42,17,4,67,11,49,63,54,1,2022-23
2022-23,1610612752,NYK,New York Knicks,0022201084,2023-03-22T00:00:00,NYK @ MIA,L,48.0,42,82,0.512,16,40,0.4,20,25,0.8,9,33,42,29,17.0,7,5,1,25,18,120,-7.0,1,48,48,48,11,39,68,18,15,19,24,31,41,28,64,42,66,9,67,29,20,5,68,56,30,62,1,2022-23
2022-23,1610612752,NYK,New York Knicks,0022201073,2023-03-20T00:00:00,NYK vs. MIN,L,48.0,48,85,0.565,14,28,0.5,24,28,0.857,7,27,34,26,17.0,7,3,4,22,24,134,-6.0,1,48,48,48,11,11,58,5,29,75,4,14,24,14,71,79,80,20,67,29,47,27,51,12,7,58,1,2022-23
2022-23,1610612752,NYK,New York Knicks,0022201055,2023-03-18T00:00:00,NYK vs. DEN,W,48.0,41,83,0.494,9,32,0.281,25,28,0.893,15,28,43,23,12.0,9,4,2,16,21,116,6.0,1,1,1,1,11,47,62,28,68,55,64,10,24,7,19,77,61,39,30,11,31,7,15,37,41,30,1,2022-23
2022-23,1610612752,NYK,New York Knicks,0022201034,2023-03-14T00:00:00,NYK @ POR,W,48.0,42,81,0.519,15,35,0.429,24,34,0.706,9,43,52,23,13.0,8,8,3,13,19,123,16.0,1,1,1,1,11,39,71,16,21,39,15,14,4,58,64,2,16,39,42,17,4,17,4,49,21,14,1,2022-23
2022-23,1610612752,NYK,New York Knicks,0022201019,2023-03-12T00:00:00,NYK @ LAL,W,48.0,42,88,0.477,11,37,0.297,17,21,0.81,12,34,46,18,11.0,8,3,2,18,17,112,4.0,1,1,1,1,11,39,44,39,50,29,60,51,61,25,41,31,43,65,24,17,47,7,27,65,49,34,1,2022-23
2022-23,1610612752,NYK,New York Knicks,0022201004,2023-03-11T00:00:00,NYK @ LAC,L,48.0,32,90,0.356,7,31,0.226,24,27,0.889,20,34,54,21,10.0,5,3,4,17,20,95,-11.0,1,48,48,48,11,80,34,80,77,60,79,14,29,8,2,31,7,48,14,52,47,27,19,43,79,72,1,2022-23
2022-23,1610612752,NYK,New York Knicks,0022200997,2023-03-09T00:00:00,NYK @ SAC,L,48.0,42,101,0.416,13,50,0.26,20,31,0.645,23,35,58,27,14.0,8,1,3,25,21,117,-5.0,1,48,48,48,11,39,5,71,32,2,74,31,15,74,1,25,1,14,48,17,75,17,68,37,37,54,1,2022-23
2022-23,1610612752,NYK,New York Knicks,0022200979,2023-03-07T00:00:00,NYK vs. CHA,L,48.0,38,89,0.427,11,40,0.275,18,24,0.75,10,29,39,18,8.0,3,4,5,18,20,105,-7.0,1,48,48,48,11,58,40,65,50,19,69,45,49,45,58,73,70,65,4,69,31,44,27,43,68,62,1,2022-23
2022-23,1610612752,NYK,New York Knicks,0022200969,2023-03-05T00:00:00,NYK @ BOS,W,58.0,47,95,0.495,15,41,0.366,22,32,0.688,11,43,54,18,20.0,7,4,5,27,28,131,2.0,1,1,1,1,1,13,18,26,21,13,37,27,9,61,52,2,7,65,79,29,31,44,75,1,10,43,1,2022-23
2022-23,1610612752,NYK,New York Knicks,0022200949,2023-03-03T00:00:00,NYK @ MIA,W,48.0,47,81,0.58,17,41,0.415,11,17,0.647,6,28,34,23,12.0,8,4,2,23,17,122,2.0,1,1,1,1,11,13,71,4,8,13,20,79,76,73,78,77,80,39,30,17,31,7,55,65,24,43,1,2022-23
2022-23,1610612752,NYK,New York Knicks,0022200937,2023-03-01T00:00:00,NYK vs. BKN,W,48.0,54,89,0.607,20,35,0.571,14,21,0.667,7,39,46,28,16.0,5,3,5,21,21,142,24.0,1,1,1,1,11,1,40,1,1,39,1,68,61,67,71,14,43,12,62,52,47,44,43,37,1,3,1,2022-23
